Date,Sales
2022-04-26 12:03:00.000,98
2022-04-26 12:04:00.000,114
2022-04-26 12:05:00.000,107
2022-04-26 12:06:00.000,93
2022-04-26 12:07:00.000,99
2022-04-26 12:08:00.000,130
2022-04-26 12:09:00.000,95
2022-04-26 12:10:00.000,138
2022-04-26 12:11:00.000,102
2022-04-26 12:12:00.000,105
2022-04-26 12:13:00.000,132
2022-04-26 12:14:00.000,122
2022-04-26 12:15:00.000,225
2022-04-26 12:16:00.000,134
2022-04-26 12:17:00.000,116
2022-04-26 12:18:00.000,121
2022-04-26 12:19:00.000,131
2022-04-26 12:20:00.000,138
2022-04-26 12:21:00.000,120
2022-04-26 12:22:00.000,126
2022-04-26 12:23:00.000,127
2022-04-26 12:24:00.000,121
2022-04-26 12:25:00.000,132
2022-04-26 12:26:00.000,101
2022-04-26 12:27:00.000,111
2022-04-26 12:28:00.000,109
2022-04-26 12:29:00.000,111
2022-04-26 12:30:00.000,194
2022-04-26 12:31:00.000,110
2022-04-26 12:32:00.000,122
2022-04-26 12:33:00.000,102
2022-04-26 12:34:00.000,123
2022-04-26 12:35:00.000,104
2022-04-26 12:36:00.000,97
2022-04-26 12:37:00.000,92
2022-04-26 12:38:00.000,77
2022-04-26 12:39:00.000,95
2022-04-26 12:40:00.000,113
2022-04-26 12:41:00.000,104
2022-04-26 12:42:00.000,98
2022-04-26 12:43:00.000,110
2022-04-26 12:44:00.000,94
2022-04-26 12:45:00.000,159
2022-04-26 12:46:00.000,107
2022-04-26 12:47:00.000,90
2022-04-26 12:48:00.000,106
2022-04-26 12:49:00.000,103
2022-04-26 12:50:00.000,105
2022-04-26 12:51:00.000,93
2022-04-26 12:52:00.000,87
2022-04-26 12:53:00.000,98
2022-04-26 12:54:00.000,106
2022-04-26 12:55:00.000,92
2022-04-26 12:56:00.000,91
2022-04-26 12:57:00.000,91
2022-04-26 12:58:00.000,66
2022-04-26 12:59:00.000,89
2022-04-26 13:00:00.000,154
2022-04-26 13:01:00.000,86
2022-04-26 13:02:00.000,88
2022-04-26 13:03:00.000,70
2022-04-26 13:04:00.000,98
2022-04-26 13:05:00.000,87
2022-04-26 13:06:00.000,96
2022-04-26 13:07:00.000,74
2022-04-26 13:08:00.000,93
2022-04-26 13:09:00.000,83
2022-04-26 13:10:00.000,85
2022-04-26 13:11:00.000,87
2022-04-26 13:12:00.000,75
2022-04-26 13:13:00.000,87
2022-04-26 13:14:00.000,87
2022-04-26 13:15:00.000,112
2022-04-26 13:16:00.000,80
2022-04-26 13:17:00.000,74
2022-04-26 13:18:00.000,91
2022-04-26 13:19:00.000,77
2022-04-26 13:20:00.000,70
2022-04-26 13:21:00.000,82
2022-04-26 13:22:00.000,79
2022-04-26 13:23:00.000,82
2022-04-26 13:24:00.000,63
2022-04-26 13:25:00.000,69
2022-04-26 13:26:00.000,79
2022-04-26 13:27:00.000,82
2022-04-26 13:28:00.000,85
2022-04-26 13:29:00.000,75
2022-04-26 13:30:00.000,97
2022-04-26 13:31:00.000,76
2022-04-26 13:32:00.000,70
2022-04-26 13:33:00.000,69
2022-04-26 13:34:00.000,59
2022-04-26 13:35:00.000,70
2022-04-26 13:36:00.000,72
2022-04-26 13:37:00.000,72
2022-04-26 13:38:00.000,57
2022-04-26 13:39:00.000,73
2022-04-26 13:40:00.000,62
2022-04-26 13:41:00.000,72
2022-04-26 13:42:00.000,63
2022-04-26 13:43:00.000,61
2022-04-26 13:44:00.000,70
2022-04-26 13:45:00.000,85
2022-04-26 13:46:00.000,89
2022-04-26 13:47:00.000,66
2022-04-26 13:48:00.000,66
2022-04-26 13:49:00.000,63
2022-04-26 13:50:00.000,62
2022-04-26 13:51:00.000,60
2022-04-26 13:52:00.000,76
2022-04-26 13:53:00.000,51
2022-04-26 13:54:00.000,59
2022-04-26 13:55:00.000,65
2022-04-26 13:56:00.000,60
2022-04-26 13:57:00.000,69
2022-04-26 13:58:00.000,76
2022-04-26 13:59:00.000,56
2022-04-26 14:00:00.000,78
2022-04-26 14:01:00.000,52
2022-04-26 14:02:00.000,67
2022-04-26 14:03:00.000,57
2022-04-26 14:04:00.000,53
2022-04-26 14:05:00.000,66
2022-04-26 14:06:00.000,57
2022-04-26 14:07:00.000,70
2022-04-26 14:08:00.000,70
2022-04-26 14:09:00.000,63
2022-04-26 14:10:00.000,62
2022-04-26 14:11:00.000,60
2022-04-26 14:12:00.000,61
2022-04-26 14:13:00.000,58
2022-04-26 14:14:00.000,58
2022-04-26 14:15:00.000,58
2022-04-26 14:16:00.000,52
2022-04-26 14:17:00.000,51
2022-04-26 14:18:00.000,53
2022-04-26 14:19:00.000,46
2022-04-26 14:20:00.000,56
2022-04-26 14:21:00.000,55
2022-04-26 14:22:00.000,66
2022-04-26 14:23:00.000,63
2022-04-26 14:24:00.000,56
2022-04-26 14:25:00.000,49
2022-04-26 14:26:00.000,51
2022-04-26 14:27:00.000,58
2022-04-26 14:28:00.000,50
2022-04-26 14:29:00.000,52
2022-04-26 14:30:00.000,62
2022-04-26 14:31:00.000,47
2022-04-26 14:32:00.000,51
2022-04-26 14:33:00.000,38
2022-04-26 14:34:00.000,43
2022-04-26 14:35:00.000,38
2022-04-26 14:36:00.000,58
2022-04-26 14:37:00.000,53
2022-04-26 14:38:00.000,52
2022-04-26 14:39:00.000,52
2022-04-26 14:40:00.000,49
2022-04-26 14:41:00.000,55
2022-04-26 14:42:00.000,39
2022-04-26 14:43:00.000,51
2022-04-26 14:44:00.000,43
2022-04-26 14:45:00.000,69
2022-04-26 14:46:00.000,42
2022-04-26 14:47:00.000,56
2022-04-26 14:48:00.000,43
2022-04-26 14:49:00.000,45
2022-04-26 14:50:00.000,54
2022-04-26 14:51:00.000,42
2022-04-26 14:52:00.000,57
2022-04-26 14:53:00.000,54
2022-04-26 14:54:00.000,49
2022-04-26 14:55:00.000,59
2022-04-26 14:56:00.000,41
2022-04-26 14:57:00.000,51
2022-04-26 14:58:00.000,44
2022-04-26 14:59:00.000,37
2022-04-26 15:00:00.000,64
2022-04-26 15:01:00.000,35
2022-04-26 15:02:00.000,57
2022-04-26 15:03:00.000,55
2022-04-26 15:04:00.000,69
2022-04-26 15:05:00.000,51
2022-04-26 15:06:00.000,48
2022-04-26 15:07:00.000,50
2022-04-26 15:08:00.000,69
2022-04-26 15:09:00.000,43
2022-04-26 15:10:00.000,41
2022-04-26 15:11:00.000,47
2022-04-26 15:12:00.000,57
2022-04-26 15:13:00.000,53
2022-04-26 15:14:00.000,54
2022-04-26 15:15:00.000,58
2022-04-26 15:16:00.000,38
2022-04-26 15:17:00.000,48
2022-04-26 15:18:00.000,44
2022-04-26 15:19:00.000,39
2022-04-26 15:20:00.000,45
2022-04-26 15:21:00.000,59
2022-04-26 15:22:00.000,43
2022-04-26 15:23:00.000,37
2022-04-26 15:24:00.000,48
2022-04-26 15:25:00.000,43
2022-04-26 15:26:00.000,41
2022-04-26 15:27:00.000,63
2022-04-26 15:28:00.000,50
2022-04-26 15:29:00.000,42
2022-04-26 15:30:00.000,44
2022-04-26 15:31:00.000,47
2022-04-26 15:32:00.000,55
2022-04-26 15:33:00.000,43
2022-04-26 15:34:00.000,42
2022-04-26 15:35:00.000,54
2022-04-26 15:36:00.000,56
2022-04-26 15:37:00.000,47
2022-04-26 15:38:00.000,43
2022-04-26 15:39:00.000,45
2022-04-26 15:40:00.000,51
2022-04-26 15:41:00.000,49
2022-04-26 15:42:00.000,47
2022-04-26 15:43:00.000,49
2022-04-26 15:44:00.000,50
2022-04-26 15:45:00.000,72
2022-04-26 15:46:00.000,56
2022-04-26 15:47:00.000,47
2022-04-26 15:48:00.000,54
2022-04-26 15:49:00.000,61
2022-04-26 15:50:00.000,62
2022-04-26 15:51:00.000,44
2022-04-26 15:52:00.000,44
2022-04-26 15:53:00.000,45
2022-04-26 15:54:00.000,49
2022-04-26 15:55:00.000,49
2022-04-26 15:56:00.000,54
2022-04-26 15:57:00.000,45
2022-04-26 15:58:00.000,41
2022-04-26 15:59:00.000,54
2022-04-26 16:00:00.000,67
2022-04-26 16:01:00.000,47
2022-04-26 16:02:00.000,65
2022-04-26 16:03:00.000,51
2022-04-26 16:04:00.000,51
2022-04-26 16:05:00.000,46
2022-04-26 16:06:00.000,46
2022-04-26 16:07:00.000,53
2022-04-26 16:08:00.000,49
2022-04-26 16:09:00.000,46
2022-04-26 16:10:00.000,48
2022-04-26 16:11:00.000,58
2022-04-26 16:12:00.000,51
2022-04-26 16:13:00.000,58
2022-04-26 16:14:00.000,40
2022-04-26 16:15:00.000,96
2022-04-26 16:16:00.000,55
2022-04-26 16:17:00.000,44
2022-04-26 16:18:00.000,54
2022-04-26 16:19:00.000,58
2022-04-26 16:20:00.000,56
2022-04-26 16:21:00.000,59
2022-04-26 16:22:00.000,65
2022-04-26 16:23:00.000,56
2022-04-26 16:24:00.000,60
2022-04-26 16:25:00.000,59
2022-04-26 16:26:00.000,48
2022-04-26 16:27:00.000,37
2022-04-26 16:28:00.000,37
2022-04-26 16:29:00.000,52
2022-04-26 16:30:00.000,89
2022-04-26 16:31:00.000,50
2022-04-26 16:32:00.000,61
2022-04-26 16:33:00.000,50
2022-04-26 16:34:00.000,52
2022-04-26 16:35:00.000,63
2022-04-26 16:36:00.000,58
2022-04-26 16:37:00.000,63
2022-04-26 16:38:00.000,60
2022-04-26 16:39:00.000,56
2022-04-26 16:40:00.000,60
2022-04-26 16:41:00.000,50
2022-04-26 16:42:00.000,63
2022-04-26 16:43:00.000,61
2022-04-26 16:44:00.000,66
2022-04-26 16:45:00.000,96
2022-04-26 16:46:00.000,63
2022-04-26 16:47:00.000,37
2022-04-26 16:48:00.000,81
2022-04-26 16:49:00.000,72
2022-04-26 16:50:00.000,65
2022-04-26 16:51:00.000,63
2022-04-26 16:52:00.000,61
2022-04-26 16:53:00.000,53
2022-04-26 16:54:00.000,56
2022-04-26 16:55:00.000,70
2022-04-26 16:56:00.000,58
2022-04-26 16:57:00.000,67
2022-04-26 16:58:00.000,73
2022-04-26 16:59:00.000,65
2022-04-26 17:00:00.000,122
2022-04-26 17:01:00.000,69
2022-04-26 17:02:00.000,73
2022-04-26 17:03:00.000,80
2022-04-26 17:04:00.000,59
2022-04-26 17:05:00.000,67
2022-04-26 17:06:00.000,79
2022-04-26 17:07:00.000,73
2022-04-26 17:08:00.000,58
2022-04-26 17:09:00.000,61
2022-04-26 17:10:00.000,76
2022-04-26 17:11:00.000,76
2022-04-26 17:12:00.000,66
2022-04-26 17:13:00.000,74
2022-04-26 17:14:00.000,65
2022-04-26 17:15:00.000,144
2022-04-26 17:16:00.000,75
2022-04-26 17:17:00.000,75
2022-04-26 17:18:00.000,83
2022-04-26 17:19:00.000,74
2022-04-26 17:20:00.000,69
2022-04-26 17:21:00.000,87
2022-04-26 17:22:00.000,67
2022-04-26 17:23:00.000,66
2022-04-26 17:24:00.000,71
2022-04-26 17:25:00.000,74
2022-04-26 17:26:00.000,63
2022-04-26 17:27:00.000,63
2022-04-26 17:28:00.000,81
2022-04-26 17:29:00.000,70
2022-04-26 17:30:00.000,165
2022-04-26 17:31:00.000,73
2022-04-26 17:32:00.000,72
2022-04-26 17:33:00.000,79
2022-04-26 17:34:00.000,63
2022-04-26 17:35:00.000,76
2022-04-26 17:36:00.000,87
2022-04-26 17:37:00.000,95
2022-04-26 17:38:00.000,84
2022-04-26 17:39:00.000,85
2022-04-26 17:40:00.000,73
2022-04-26 17:41:00.000,81
2022-04-26 17:42:00.000,87
2022-04-26 17:43:00.000,80
2022-04-26 17:44:00.000,87
2022-04-26 17:45:00.000,162
2022-04-26 17:46:00.000,77
2022-04-26 17:47:00.000,80
2022-04-26 17:48:00.000,80
2022-04-26 17:49:00.000,76
2022-04-26 17:50:00.000,82
2022-04-26 17:51:00.000,79
2022-04-26 17:52:00.000,80
2022-04-26 17:53:00.000,71
2022-04-26 17:54:00.000,71
2022-04-26 17:55:00.000,85
2022-04-26 17:56:00.000,87
2022-04-26 17:57:00.000,73
2022-04-26 17:58:00.000,79
2022-04-26 17:59:00.000,79
2022-04-26 18:00:00.000,179
2022-04-26 18:01:00.000,89
2022-04-26 18:02:00.000,88
2022-04-26 18:03:00.000,96
2022-04-26 18:04:00.000,84
2022-04-26 18:05:00.000,95
2022-04-26 18:06:00.000,100
2022-04-26 18:07:00.000,79
2022-04-26 18:08:00.000,97
2022-04-26 18:09:00.000,88
2022-04-26 18:10:00.000,81
2022-04-26 18:11:00.000,88
2022-04-26 18:12:00.000,72
2022-04-26 18:13:00.000,94
2022-04-26 18:14:00.000,84
2022-04-26 18:15:00.000,163
2022-04-26 18:16:00.000,87
2022-04-26 18:17:00.000,83
2022-04-26 18:18:00.000,92
2022-04-26 18:19:00.000,85
2022-04-26 18:20:00.000,92
2022-04-26 18:21:00.000,97
2022-04-26 18:22:00.000,82
2022-04-26 18:23:00.000,85
2022-04-26 18:24:00.000,97
2022-04-26 18:25:00.000,91
2022-04-26 18:26:00.000,74
2022-04-26 18:27:00.000,85
2022-04-26 18:28:00.000,90
2022-04-26 18:29:00.000,94
2022-04-26 18:30:00.000,161
2022-04-26 18:31:00.000,78
2022-04-26 18:32:00.000,87
2022-04-26 18:33:00.000,80
2022-04-26 18:34:00.000,89
2022-04-26 18:35:00.000,85
2022-04-26 18:36:00.000,88
2022-04-26 18:37:00.000,77
2022-04-26 18:38:00.000,88
2022-04-26 18:39:00.000,91
2022-04-26 18:40:00.000,88
2022-04-26 18:41:00.000,93
2022-04-26 18:42:00.000,70
2022-04-26 18:43:00.000,67
2022-04-26 18:44:00.000,85
2022-04-26 18:45:00.000,113
2022-04-26 18:46:00.000,94
2022-04-26 18:47:00.000,83
2022-04-26 18:48:00.000,74
2022-04-26 18:49:00.000,78
2022-04-26 18:50:00.000,79
2022-04-26 18:51:00.000,92
2022-04-26 18:52:00.000,66
2022-04-26 18:53:00.000,76
2022-04-26 18:54:00.000,87
2022-04-26 18:55:00.000,80
2022-04-26 18:56:00.000,90
2022-04-26 18:57:00.000,70
2022-04-26 18:58:00.000,90
2022-04-26 18:59:00.000,82
2022-04-26 19:00:00.000,118
2022-04-26 19:01:00.000,84
2022-04-26 19:02:00.000,81
2022-04-26 19:03:00.000,76
2022-04-26 19:04:00.000,81
2022-04-26 19:05:00.000,99
2022-04-26 19:06:00.000,69
2022-04-26 19:07:00.000,69
2022-04-26 19:08:00.000,82
2022-04-26 19:09:00.000,79
2022-04-26 19:10:00.000,70
2022-04-26 19:11:00.000,74
2022-04-26 19:12:00.000,77
2022-04-26 19:13:00.000,60
2022-04-26 19:14:00.000,69
2022-04-26 19:15:00.000,124
2022-04-26 19:16:00.000,76
2022-04-26 19:17:00.000,66
2022-04-26 19:18:00.000,73
2022-04-26 19:19:00.000,72
2022-04-26 19:20:00.000,69
2022-04-26 19:21:00.000,69
2022-04-26 19:22:00.000,74
2022-04-26 19:23:00.000,74
2022-04-26 19:24:00.000,75
2022-04-26 19:25:00.000,82
2022-04-26 19:26:00.000,76
2022-04-26 19:27:00.000,58
2022-04-26 19:28:00.000,71
2022-04-26 19:29:00.000,79
2022-04-26 19:30:00.000,107
2022-04-26 19:31:00.000,61
2022-04-26 19:32:00.000,66
2022-04-26 19:33:00.000,59
2022-04-26 19:34:00.000,70
2022-04-26 19:35:00.000,71
2022-04-26 19:36:00.000,72
2022-04-26 19:37:00.000,68
2022-04-26 19:38:00.000,63
2022-04-26 19:39:00.000,66
2022-04-26 19:40:00.000,60
2022-04-26 19:41:00.000,52
2022-04-26 19:42:00.000,44
2022-04-26 19:43:00.000,59
2022-04-26 19:44:00.000,65
2022-04-26 19:45:00.000,75
2022-04-26 19:46:00.000,61
2022-04-26 19:47:00.000,55
2022-04-26 19:48:00.000,59
2022-04-26 19:49:00.000,60
2022-04-26 19:50:00.000,63
2022-04-26 19:51:00.000,61
2022-04-26 19:52:00.000,64
2022-04-26 19:53:00.000,84
2022-04-26 19:54:00.000,54
2022-04-26 19:55:00.000,59
2022-04-26 19:56:00.000,61
2022-04-26 19:57:00.000,45
2022-04-26 19:58:00.000,47
2022-04-26 19:59:00.000,43
2022-04-26 20:00:00.000,75
2022-04-26 20:01:00.000,48
2022-04-26 20:02:00.000,48
2022-04-26 20:03:00.000,56
2022-04-26 20:04:00.000,58
2022-04-26 20:05:00.000,42
2022-04-26 20:06:00.000,43
2022-04-26 20:07:00.000,45
2022-04-26 20:08:00.000,53
2022-04-26 20:09:00.000,38
2022-04-26 20:10:00.000,47
2022-04-26 20:11:00.000,51
2022-04-26 20:12:00.000,35
2022-04-26 20:13:00.000,41
2022-04-26 20:14:00.000,48
2022-04-26 20:15:00.000,77
2022-04-26 20:16:00.000,45
2022-04-26 20:17:00.000,52
2022-04-26 20:18:00.000,63
2022-04-26 20:19:00.000,41
2022-04-26 20:20:00.000,38
2022-04-26 20:21:00.000,48
2022-04-26 20:22:00.000,49
2022-04-26 20:23:00.000,37
2022-04-26 20:24:00.000,45
2022-04-26 20:25:00.000,49
2022-04-26 20:26:00.000,49
2022-04-26 20:27:00.000,48
2022-04-26 20:28:00.000,41
2022-04-26 20:29:00.000,44
2022-04-26 20:30:00.000,55
2022-04-26 20:31:00.000,40
2022-04-26 20:32:00.000,35
2022-04-26 20:33:00.000,38
2022-04-26 20:34:00.000,52
2022-04-26 20:35:00.000,40
2022-04-26 20:36:00.000,37
2022-04-26 20:37:00.000,41
2022-04-26 20:38:00.000,41
2022-04-26 20:39:00.000,34
2022-04-26 20:40:00.000,40
2022-04-26 20:41:00.000,35
2022-04-26 20:42:00.000,26
2022-04-26 20:43:00.000,38
2022-04-26 20:44:00.000,35
2022-04-26 20:45:00.000,42
2022-04-26 20:46:00.000,34
2022-04-26 20:47:00.000,25
2022-04-26 20:48:00.000,26
2022-04-26 20:49:00.000,34
2022-04-26 20:50:00.000,15
2022-04-26 20:51:00.000,26
2022-04-26 20:52:00.000,27
2022-04-26 20:53:00.000,22
2022-04-26 20:54:00.000,15
2022-04-26 20:55:00.000,25
2022-04-26 20:56:00.000,21
2022-04-26 20:57:00.000,14
2022-04-26 20:58:00.000,19
2022-04-26 20:59:00.000,11
2022-04-26 21:00:00.000,16
2022-04-26 21:01:00.000,11
2022-04-26 21:02:00.000,9
2022-04-26 21:03:00.000,13
2022-04-26 21:04:00.000,10
2022-04-26 21:05:00.000,8
2022-04-26 21:06:00.000,9
2022-04-26 21:07:00.000,5
2022-04-26 21:08:00.000,4
2022-04-26 21:09:00.000,3
2022-04-26 21:10:00.000,8
2022-04-26 21:11:00.000,3
2022-04-26 21:12:00.000,4
2022-04-26 21:13:00.000,5
2022-04-26 21:14:00.000,4
2022-04-26 21:15:00.000,3
2022-04-26 21:16:00.000,5
2022-04-26 21:17:00.000,5
2022-04-26 21:18:00.000,5
2022-04-26 21:19:00.000,5
2022-04-26 21:20:00.000,3
2022-04-26 21:21:00.000,4
2022-04-26 21:22:00.000,4
2022-04-26 21:23:00.000,6
2022-04-26 21:24:00.000,3
2022-04-26 21:25:00.000,3
2022-04-26 21:26:00.000,5
2022-04-26 21:27:00.000,2
2022-04-26 21:28:00.000,2
2022-04-26 21:29:00.000,3
2022-04-26 21:30:00.000,4
2022-04-26 21:31:00.000,5
2022-04-26 21:32:00.000,3
2022-04-26 21:33:00.000,2
2022-04-26 21:34:00.000,2
2022-04-26 21:35:00.000,3
2022-04-26 21:36:00.000,1
2022-04-26 21:38:00.000,2
2022-04-26 21:39:00.000,2
2022-04-26 21:40:00.000,1
2022-04-26 21:42:00.000,1
2022-04-26 21:43:00.000,3
2022-04-26 21:44:00.000,1
2022-04-26 21:45:00.000,3
2022-04-26 21:46:00.000,1
2022-04-26 21:47:00.000,2
2022-04-26 21:48:00.000,1
2022-04-26 21:49:00.000,3
2022-04-26 21:50:00.000,1
2022-04-26 21:51:00.000,1
2022-04-26 21:52:00.000,2
2022-04-26 21:53:00.000,1
2022-04-26 21:56:00.000,3
2022-04-26 21:59:00.000,2
2022-04-26 22:00:00.000,1
2022-04-26 22:01:00.000,1
2022-04-26 22:02:00.000,1
2022-04-26 22:03:00.000,1
2022-04-26 22:04:00.000,1
2022-04-26 22:07:00.000,1
2022-04-26 22:09:00.000,1
2022-04-26 22:13:00.000,1
2022-04-26 22:14:00.000,1
2022-04-26 22:16:00.000,2
2022-04-26 22:18:00.000,1
2022-04-26 22:20:00.000,2
2022-04-26 22:21:00.000,1
2022-04-26 22:23:00.000,1
2022-04-26 22:25:00.000,1
2022-04-26 22:29:00.000,1
2022-04-26 22:32:00.000,1
2022-04-26 22:33:00.000,2
2022-04-26 22:34:00.000,2
2022-04-26 22:38:00.000,1
2022-04-26 22:39:00.000,1
2022-04-26 22:40:00.000,1
2022-04-26 22:42:00.000,1
2022-04-26 22:48:00.000,2
2022-04-26 22:51:00.000,1
2022-04-27 09:02:00.000,2
2022-04-27 09:17:00.000,2
2022-04-27 09:21:00.000,1
2022-04-27 09:23:00.000,1
2022-04-27 09:28:00.000,1
2022-04-27 09:40:00.000,1
2022-04-27 09:42:00.000,1
2022-04-27 09:51:00.000,1
2022-04-27 09:57:00.000,2
2022-04-27 09:59:00.000,3
2022-04-27 10:00:00.000,5
2022-04-27 10:01:00.000,8
2022-04-27 10:02:00.000,5
2022-04-27 10:03:00.000,4
2022-04-27 10:04:00.000,9
2022-04-27 10:05:00.000,8
2022-04-27 10:06:00.000,17
2022-04-27 10:07:00.000,10
2022-04-27 10:08:00.000,6
2022-04-27 10:09:00.000,7
2022-04-27 10:10:00.000,8
2022-04-27 10:11:00.000,10
2022-04-27 10:12:00.000,11
2022-04-27 10:13:00.000,12
2022-04-27 10:14:00.000,7
2022-04-27 10:15:00.000,11
2022-04-27 10:16:00.000,8
2022-04-27 10:17:00.000,17
2022-04-27 10:18:00.000,7
2022-04-27 10:19:00.000,10
2022-04-27 10:20:00.000,10
2022-04-27 10:21:00.000,12
2022-04-27 10:22:00.000,9
2022-04-27 10:23:00.000,9
2022-04-27 10:24:00.000,12
2022-04-27 10:25:00.000,4
2022-04-27 10:26:00.000,6
2022-04-27 10:27:00.000,5
2022-04-27 10:28:00.000,9
2022-04-27 10:29:00.000,10
2022-04-27 10:30:00.000,15
2022-04-27 10:31:00.000,20
2022-04-27 10:32:00.000,24
2022-04-27 10:33:00.000,20
2022-04-27 10:34:00.000,18
2022-04-27 10:35:00.000,21
2022-04-27 10:36:00.000,16
2022-04-27 10:37:00.000,22
2022-04-27 10:38:00.000,20
2022-04-27 10:39:00.000,16
2022-04-27 10:40:00.000,28
2022-04-27 10:41:00.000,25
2022-04-27 10:42:00.000,19
2022-04-27 10:43:00.000,21
2022-04-27 10:44:00.000,16
2022-04-27 10:45:00.000,29
2022-04-27 10:46:00.000,23
2022-04-27 10:47:00.000,22
2022-04-27 10:48:00.000,27
2022-04-27 10:49:00.000,25
2022-04-27 10:50:00.000,30
2022-04-27 10:51:00.000,28
2022-04-27 10:52:00.000,23
2022-04-27 10:53:00.000,23
2022-04-27 10:54:00.000,26
2022-04-27 10:55:00.000,33
2022-04-27 10:56:00.000,41
2022-04-27 10:57:00.000,34
2022-04-27 10:58:00.000,34
2022-04-27 10:59:00.000,38
